meeting_date,event_token,attention
2002-03-19,rate_decision,0.07828652858734131
2002-03-19,current_policy_stance,0.10336131602525711
2002-03-19,policy_stance_shift,0.07976153492927551
2002-03-19,expected_rate_path_shift,0.0605832077562809
2002-03-19,inflation_assessment_shift,0.07823310047388077
2002-03-19,inflation_risk_shift,0.06222397834062576
2002-03-19,unemployment_assessment_shift,0.06031488627195358
2002-03-19,labor_market_risk_shift,0.059889573603868484
2002-03-19,growth_activity_shift,0.057939477264881134
2002-03-19,financial_conditions_shift,0.06012386083602905
2002-03-19,risk_balance_shift,0.05845648795366287
2002-03-19,committee_dispersion,0.10390699654817581
2002-03-19,policy_uncertainty,0.07805690169334412
2002-03-19,forward_guidance_strength,0.05886216461658478
2002-05-07,rate_decision,0.052176713943481445
2002-05-07,current_policy_stance,0.08569645881652832
2002-05-07,policy_stance_shift,0.06270033121109009
2002-05-07,expected_rate_path_shift,0.07839774340391159
2002-05-07,inflation_assessment_shift,0.07690413296222687
2002-05-07,inflation_risk_shift,0.08110564202070236
2002-05-07,unemployment_assessment_shift,0.08380004018545151
2002-05-07,labor_market_risk_shift,0.08216900378465652
2002-05-07,growth_activity_shift,0.07796099781990051
2002-05-07,financial_conditions_shift,0.08079688251018524
2002-05-07,risk_balance_shift,0.06423962116241455
2002-05-07,committee_dispersion,0.08616966754198074
2002-05-07,policy_uncertainty,0.04127122461795807
2002-05-07,forward_guidance_strength,0.04661153256893158
2002-06-26,rate_decision,0.08061245083808899
2002-06-26,current_policy_stance,0.08796057850122452
2002-06-26,policy_stance_shift,0.06789758056402206
2002-06-26,expected_rate_path_shift,0.07173611223697662
2002-06-26,inflation_assessment_shift,0.06755632162094116
2002-06-26,inflation_risk_shift,0.0771256610751152
2002-06-26,unemployment_assessment_shift,0.06387731432914734
2002-06-26,labor_market_risk_shift,0.07298263907432556
2002-06-26,growth_activity_shift,0.06561323255300522
2002-06-26,financial_conditions_shift,0.06435559689998627
2002-06-26,risk_balance_shift,0.07120286673307419
2002-06-26,committee_dispersion,0.08514055609703064
2002-06-26,policy_uncertainty,0.05862390995025635
2002-06-26,forward_guidance_strength,0.06531518697738647
2002-08-13,rate_decision,0.05883539095520973
2002-08-13,current_policy_stance,0.08553801476955414
2002-08-13,policy_stance_shift,0.06730758398771286
2002-08-13,expected_rate_path_shift,0.08563093841075897
2002-08-13,inflation_assessment_shift,0.05028340965509415
2002-08-13,inflation_risk_shift,0.08899082243442535
2002-08-13,unemployment_assessment_shift,0.08464502543210983
2002-08-13,labor_market_risk_shift,0.08556132018566132
2002-08-13,growth_activity_shift,0.08358722925186157
2002-08-13,financial_conditions_shift,0.03268449380993843
2002-08-13,risk_balance_shift,0.08967370539903641
2002-08-13,committee_dispersion,0.07796666026115417
2002-08-13,policy_uncertainty,0.03144778311252594
2002-08-13,forward_guidance_strength,0.07784761488437653
2002-09-24,rate_decision,0.06687953323125839
2002-09-24,current_policy_stance,0.09349899739027023
2002-09-24,policy_stance_shift,0.07764101028442383
2002-09-24,expected_rate_path_shift,0.08671453595161438
2002-09-24,inflation_assessment_shift,0.08765053004026413
2002-09-24,inflation_risk_shift,0.0878966748714447
2002-09-24,unemployment_assessment_shift,0.06572062522172928
2002-09-24,labor_market_risk_shift,0.0819542184472084
2002-09-24,growth_activity_shift,0.0477435365319252
2002-09-24,financial_conditions_shift,0.05730621889233589
2002-09-24,risk_balance_shift,0.06922567635774612
2002-09-24,committee_dispersion,0.05680331587791443
2002-09-24,policy_uncertainty,0.04752786457538605
2002-09-24,forward_guidance_strength,0.07343724370002747
2002-11-06,rate_decision,0.06263001263141632
2002-11-06,current_policy_stance,0.08223456889390945
2002-11-06,policy_stance_shift,0.08348578214645386
2002-11-06,expected_rate_path_shift,0.08658371865749359
2002-11-06,inflation_assessment_shift,0.08112701028585434
2002-11-06,inflation_risk_shift,0.08388416469097137
2002-11-06,unemployment_assessment_shift,0.08581685274839401
2002-11-06,labor_market_risk_shift,0.0820034071803093
2002-11-06,growth_activity_shift,0.0823325365781784
2002-11-06,financial_conditions_shift,0.0458364263176918
2002-11-06,risk_balance_shift,0.046345777809619904
2002-11-06,committee_dispersion,0.07870432734489441
2002-11-06,policy_uncertainty,0.04633796960115433
2002-11-06,forward_guidance_strength,0.05267734453082085
2002-12-10,rate_decision,0.057464856654405594
2002-12-10,current_policy_stance,0.09381306171417236
2002-12-10,policy_stance_shift,0.09032285213470459
2002-12-10,expected_rate_path_shift,0.034248609095811844
2002-12-10,inflation_assessment_shift,0.06441862881183624
2002-12-10,inflation_risk_shift,0.06548245251178741
2002-12-10,unemployment_assessment_shift,0.0929679423570633
2002-12-10,labor_market_risk_shift,0.08714096248149872
2002-12-10,growth_activity_shift,0.037914395332336426
2002-12-10,financial_conditions_shift,0.09112289547920227
2002-12-10,risk_balance_shift,0.05995723605155945
2002-12-10,committee_dispersion,0.09091132879257202
2002-12-10,policy_uncertainty,0.051478780806064606
2002-12-10,forward_guidance_strength,0.08275607228279114
2003-01-29,rate_decision,0.060505229979753494
2003-01-29,current_policy_stance,0.09343652427196503
2003-01-29,policy_stance_shift,0.06922310590744019
2003-01-29,expected_rate_path_shift,0.07403276860713959
2003-01-29,inflation_assessment_shift,0.06370426714420319
2003-01-29,inflation_risk_shift,0.07029810547828674
2003-01-29,unemployment_assessment_shift,0.0904090404510498
2003-01-29,labor_market_risk_shift,0.08981353044509888
2003-01-29,growth_activity_shift,0.07910768687725067
2003-01-29,financial_conditions_shift,0.04517056792974472
2003-01-29,risk_balance_shift,0.06783515214920044
2003-01-29,committee_dispersion,0.08210795372724533
2003-01-29,policy_uncertainty,0.039557017385959625
2003-01-29,forward_guidance_strength,0.07479913532733917
2003-03-18,rate_decision,0.06298258900642395
2003-03-18,current_policy_stance,0.07081420719623566
2003-03-18,policy_stance_shift,0.06619863212108612
2003-03-18,expected_rate_path_shift,0.07342065870761871
2003-03-18,inflation_assessment_shift,0.06979957222938538
2003-03-18,inflation_risk_shift,0.07485449314117432
2003-03-18,unemployment_assessment_shift,0.07024591416120529
2003-03-18,labor_market_risk_shift,0.07076939940452576
2003-03-18,growth_activity_shift,0.07063372433185577
2003-03-18,financial_conditions_shift,0.07478417456150055
2003-03-18,risk_balance_shift,0.07224398106336594
2003-03-18,committee_dispersion,0.07397924363613129
2003-03-18,policy_uncertainty,0.07605578750371933
2003-03-18,forward_guidance_strength,0.07321766018867493
2003-05-06,rate_decision,0.06971270591020584
2003-05-06,current_policy_stance,0.07294909656047821
2003-05-06,policy_stance_shift,0.06632516533136368
2003-05-06,expected_rate_path_shift,0.07336530089378357
2003-05-06,inflation_assessment_shift,0.07332748174667358
2003-05-06,inflation_risk_shift,0.07439738512039185
2003-05-06,unemployment_assessment_shift,0.073527492582798
2003-05-06,labor_market_risk_shift,0.07420900464057922
2003-05-06,growth_activity_shift,0.06998110562562943
2003-05-06,financial_conditions_shift,0.07522217929363251
2003-05-06,risk_balance_shift,0.074226014316082
2003-05-06,committee_dispersion,0.07017827033996582
2003-05-06,policy_uncertainty,0.06958416104316711
2003-05-06,forward_guidance_strength,0.06299462914466858
2003-06-25,rate_decision,0.054156191647052765
2003-06-25,current_policy_stance,0.09498323500156403
2003-06-25,policy_stance_shift,0.09392323344945908
2003-06-25,expected_rate_path_shift,0.09451944380998611
2003-06-25,inflation_assessment_shift,0.0478852242231369
2003-06-25,inflation_risk_shift,0.07791579514741898
2003-06-25,unemployment_assessment_shift,0.09191446006298065
2003-06-25,labor_market_risk_shift,0.06756032258272171
2003-06-25,growth_activity_shift,0.05977731943130493
2003-06-25,financial_conditions_shift,0.060113854706287384
2003-06-25,risk_balance_shift,0.079365074634552
2003-06-25,committee_dispersion,0.055114470422267914
2003-06-25,policy_uncertainty,0.06843164563179016
2003-06-25,forward_guidance_strength,0.05433974042534828
2003-08-12,rate_decision,0.05834072083234787
2003-08-12,current_policy_stance,0.07073943316936493
2003-08-12,policy_stance_shift,0.06571415811777115
2003-08-12,expected_rate_path_shift,0.0718163549900055
2003-08-12,inflation_assessment_shift,0.06626972556114197
2003-08-12,inflation_risk_shift,0.07019056379795074
2003-08-12,unemployment_assessment_shift,0.07093800604343414
2003-08-12,labor_market_risk_shift,0.06625048816204071
2003-08-12,growth_activity_shift,0.06240525096654892
2003-08-12,financial_conditions_shift,0.06290784478187561
2003-08-12,balance_sheet_policy_shift,0.0637112408876419
2003-08-12,risk_balance_shift,0.06687594950199127
2003-08-12,committee_dispersion,0.07121848315000534
2003-08-12,policy_uncertainty,0.07103109359741211
2003-08-12,forward_guidance_strength,0.06159067153930664
2003-09-16,rate_decision,0.0603809617459774
2003-09-16,current_policy_stance,0.1065261960029602
2003-09-16,policy_stance_shift,0.06289128959178925
2003-09-16,expected_rate_path_shift,0.07372283190488815
2003-09-16,inflation_assessment_shift,0.06075257807970047
2003-09-16,inflation_risk_shift,0.0628763735294342
2003-09-16,unemployment_assessment_shift,0.06970930099487305
2003-09-16,labor_market_risk_shift,0.0736187994480133
2003-09-16,growth_activity_shift,0.04431895539164543
2003-09-16,financial_conditions_shift,0.055600449442863464
2003-09-16,risk_balance_shift,0.0691780149936676
2003-09-16,committee_dispersion,0.09614357352256775
2003-09-16,policy_uncertainty,0.09561016410589218
2003-09-16,forward_guidance_strength,0.06867052614688873
